,name of company,college name,region,year
0,zeus,Pillai College of Engineering,Navi Mumbai,2018
1,Aditya Birla,Pillai College of Engineering,Navi Mumbai,2018
2,capgemini,Pillai College of Engineering,Navi Mumbai,2018
3,CMClimited,Pillai College of Engineering,Navi Mumbai,2018
4,emco,Pillai College of Engineering,Navi Mumbai,2018
5,gg,Pillai College of Engineering,Navi Mumbai,2018
6,godrej,Pillai College of Engineering,Navi Mumbai,2018
7,infosys,Pillai College of Engineering,Navi Mumbai,2018
8,Hexaware,Pillai College of Engineering,Navi Mumbai,2018
9,KPIT,Pillai College of Engineering,Navi Mumbai,2018
10,LandT,Pillai College of Engineering,Navi Mumbai,2018
11,nielsen,Pillai College of Engineering,Navi Mumbai,2018
12,Oracle,Pillai College of Engineering,Navi Mumbai,2018
13,Orange,Pillai College of Engineering,Navi Mumbai,2018
14,persistent,Pillai College of Engineering,Navi Mumbai,2018
15,punjlloyd,Pillai College of Engineering,Navi Mumbai,2018
16,quinnox,Pillai College of Engineering,Navi Mumbai,2018
17,reliance,Pillai College of Engineering,Navi Mumbai,2018
18,Syntel,Pillai College of Engineering,Navi Mumbai,2018
19,testfunds,Pillai College of Engineering,Navi Mumbai,2018
20,Accenture,Pillai College of Engineering,Navi Mumbai,2018
21,capgemini,Pillai College of Engineering,Navi Mumbai,2018
22,essential,Pillai College of Engineering,Navi Mumbai,2018
23,greaves,Pillai College of Engineering,Navi Mumbai,2018
24,infrasofttech,Pillai College of Engineering,Navi Mumbai,2018
25,lalit,Pillai College of Engineering,Navi Mumbai,2018
26,mahindra,Pillai College of Engineering,Navi Mumbai,2018
27,mastek,Pillai College of Engineering,Navi Mumbai,2018
28,nseit,Pillai College of Engineering,Navi Mumbai,2018
29,patni,Pillai College of Engineering,Navi Mumbai,2018
30,qualitykiosk,Pillai College of Engineering,Navi Mumbai,2018
31,sterling,Pillai College of Engineering,Navi Mumbai,2018
32,tcs,Pillai College of Engineering,Navi Mumbai,2018
33,vistaar,Pillai College of Engineering,Navi Mumbai,2018
34,Aakash Institute,K. J. Somaiya College of Engineering,Mumbai,2018
35,Accenture Services Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
36,Accionlabs,K. J. Somaiya College of Engineering,Mumbai,2018
37,Accolite,K. J. Somaiya College of Engineering,Mumbai,2018
38,AGR Knowledge Services Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
39,Ahdityaa Enterprises,K. J. Somaiya College of Engineering,Mumbai,2018
40,Aker Solutions,K. J. Somaiya College of Engineering,Mumbai,2018
41,All Cargo Logistics,K. J. Somaiya College of Engineering,Mumbai,2018
42,Amdocs Development Centre India Pvt.Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
43,Ariston Capital Services Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
44,Armaco Chemical Process Systems Pvt. Limited,K. J. Somaiya College of Engineering,Mumbai,2018
45,Atidan Technologies Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
46,Atos India Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
47,Avalon Global Research,K. J. Somaiya College of Engineering,Mumbai,2018
48,Bank of America,K. J. Somaiya College of Engineering,Mumbai,2018
49,Barclays,K. J. Somaiya College of Engineering,Mumbai,2018
50,Bharti Airtel Limited,K. J. Somaiya College of Engineering,Mumbai,2018
51,Blue Star Limited,K. J. Somaiya College of Engineering,Mumbai,2018
52,Bookmyshow,K. J. Somaiya College of Engineering,Mumbai,2018
53,BOSCH Ltd,K. J. Somaiya College of Engineering,Mumbai,2018
54,Build Track,K. J. Somaiya College of Engineering,Mumbai,2018
55,Capegemini India,K. J. Somaiya College of Engineering,Mumbai,2018
56,Cartesian Consulting,K. J. Somaiya College of Engineering,Mumbai,2018
57,Cex Webuy Entertainment Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
58,Cimpress India Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
59,Coffee Day Beverages,K. J. Somaiya College of Engineering,Mumbai,2018
60,Colgate,K. J. Somaiya College of Engineering,Mumbai,2018
61,Computer Sciences Corporation Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
62,Cybermarine Knowledge Systems Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
63,Daikin Air Conditioning,K. J. Somaiya College of Engineering,Mumbai,2018
64,Diebold Systems Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
65,Directi,K. J. Somaiya College of Engineering,Mumbai,2018
66,Dolat Capital,K. J. Somaiya College of Engineering,Mumbai,2018
67,Dolphin RFID Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
68,Dumbelled,K. J. Somaiya College of Engineering,Mumbai,2018
69,Dynalog Enterprises,K. J. Somaiya College of Engineering,Mumbai,2018
70,Eduisfun,K. J. Somaiya College of Engineering,Mumbai,2018
71,Eleation,K. J. Somaiya College of Engineering,Mumbai,2018
72,Emerson Network Power,K. J. Somaiya College of Engineering,Mumbai,2018
73,Endurance International Group,K. J. Somaiya College of Engineering,Mumbai,2018
74,Ernst & Young,K. J. Somaiya College of Engineering,Mumbai,2018
75,Express Global Logistics Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
76,Express Roadways Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
77,First Quadrant Solutions,K. J. Somaiya College of Engineering,Mumbai,2018
78,Force Motors,K. J. Somaiya College of Engineering,Mumbai,2018
79,Fractal Analytics,K. J. Somaiya College of Engineering,Mumbai,2018
80,Friction Innovative Education,K. J. Somaiya College of Engineering,Mumbai,2018
81,Future Generali India Life Insurance Company Limited,K. J. Somaiya College of Engineering,Mumbai,2018
82,GEP,K. J. Somaiya College of Engineering,Mumbai,2018
83,Germin8,K. J. Somaiya College of Engineering,Mumbai,2018
84,Godrej & Boyce Mfg.Co.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
85,Greenity Software Solutions Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
86,Grindwell Norton Limited,K. J. Somaiya College of Engineering,Mumbai,2018
87,Gupshup Technology India Pvt. Limited,K. J. Somaiya College of Engineering,Mumbai,2018
88,GVK Mumbai International Airport Pvt. Limited,K. J. Somaiya College of Engineering,Mumbai,2018
89,GVR India Pvt.Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
90,Halftick Infoservices Pvt. Limited,K. J. Somaiya College of Engineering,Mumbai,2018
91,Hansa Cequity,K. J. Somaiya College of Engineering,Mumbai,2018
92,Hourglass Research,K. J. Somaiya College of Engineering,Mumbai,2018
93,ICICI Pru Life,K. J. Somaiya College of Engineering,Mumbai,2018
94,Icreate,K. J. Somaiya College of Engineering,Mumbai,2018
95,IFB Industries Limited,K. J. Somaiya College of Engineering,Mumbai,2018
96,Imaginarium India Pvt.Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
97,Indus Momentus,K. J. Somaiya College of Engineering,Mumbai,2018
98,Indus Valley Partners,K. J. Somaiya College of Engineering,Mumbai,2018
99,Indusgeeks,K. J. Somaiya College of Engineering,Mumbai,2018
100,Infosys Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
101,Inscripts India Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
102,Interactive Brokers India Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
103,Jacobs Engineering India Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
104,Jaro Education,K. J. Somaiya College of Engineering,Mumbai,2018
105,JP Morgan Chase,K. J. Somaiya College of Engineering,Mumbai,2018
106,JSW Steel Coated Products Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
107,Kalyani Forge Limited,K. J. Somaiya College of Engineering,Mumbai,2018
108,Kansai Nerolac  Paints Limited,K. J. Somaiya College of Engineering,Mumbai,2018
109,Kongo Educational Services Pvt Ltd,K. J. Somaiya College of Engineering,Mumbai,2018
110,Konnectinsights,K. J. Somaiya College of Engineering,Mumbai,2018
111,L & T Infotech Limited,K. J. Somaiya College of Engineering,Mumbai,2018
112,L & T Limited,K. J. Somaiya College of Engineering,Mumbai,2018
113,L & T Technology services Limited,K. J. Somaiya College of Engineering,Mumbai,2018
114,Mahindra & Mahindra Limited,K. J. Somaiya College of Engineering,Mumbai,2018
115,Majesco,K. J. Somaiya College of Engineering,Mumbai,2018
116,Mastek Limited,K. J. Somaiya College of Engineering,Mumbai,2018
117,Medianet,K. J. Somaiya College of Engineering,Mumbai,2018
118,Megachip Instrumentation Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
119,Microsoft,K. J. Somaiya College of Engineering,Mumbai,2018
120,Mitr Learning,K. J. Somaiya College of Engineering,Mumbai,2018
121,Morgan Stanley Capital International,K. J. Somaiya College of Engineering,Mumbai,2018
122,Mu Sigma,K. J. Somaiya College of Engineering,Mumbai,2018
123,Neebal Technologies Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
124,Neosoft Technologies,K. J. Somaiya College of Engineering,Mumbai,2018
125,Nerolac Paints Limited,K. J. Somaiya College of Engineering,Mumbai,2018
126,Netmagic  Solutions  Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
127,Newgen Software Technologies Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
128,Nikhil Comfort,K. J. Somaiya College of Engineering,Mumbai,2018
129,NSEIT,K. J. Somaiya College of Engineering,Mumbai,2018
130,Nucsoft Limited,K. J. Somaiya College of Engineering,Mumbai,2018
131,Oracle India Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
132,Performics.Convonix,K. J. Somaiya College of Engineering,Mumbai,2018
133,Pharmeasy,K. J. Somaiya College of Engineering,Mumbai,2018
134,Pratap Plastics,K. J. Somaiya College of Engineering,Mumbai,2018
135,Purplle,K. J. Somaiya College of Engineering,Mumbai,2018
136,Rave Technologies Pvt. Limited,K. J. Somaiya College of Engineering,Mumbai,2018
137,Reliance Industries Limited,K. J. Somaiya College of Engineering,Mumbai,2018
138,Reliance Jio Infocomm Limited,K. J. Somaiya College of Engineering,Mumbai,2018
139,Research wire,K. J. Somaiya College of Engineering,Mumbai,2018
140,Reshamsingh & Co. Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
141,Riddhim Siddhim Steel (I) Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
142,Rooptelsonic Ultrasonix Limited,K. J. Somaiya College of Engineering,Mumbai,2018
143,Saint Gobain India Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
144,Sanmar Engineering Technologies Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
145,Seclore Technology Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
146,Stellar Value Chain,K. J. Somaiya College of Engineering,Mumbai,2018
147,Swan Environmental Pvt. Limited,K. J. Somaiya College of Engineering,Mumbai,2018
148,Tata Communications Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
149,Tata Consultancy  Services Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
150,Technip India Limited,K. J. Somaiya College of Engineering,Mumbai,2018
151,Tecnimont Pvt.Limited,K. J. Somaiya College of Engineering,Mumbai,2018
152,Teradata Corporation,K. J. Somaiya College of Engineering,Mumbai,2018
153,Think & Learn - Byju’s,K. J. Somaiya College of Engineering,Mumbai,2018
154,Think Analytics,K. J. Somaiya College of Engineering,Mumbai,2018
155,Thyssenkrupp Industrial Solutions India Pvt.Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
156,TOYO Engineering,K. J. Somaiya College of Engineering,Mumbai,2018
157,Tranzact Pvt Ltd,K. J. Somaiya College of Engineering,Mumbai,2018
158,Uhde India Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
159,Vision Mechatronics,K. J. Somaiya College of Engineering,Mumbai,2018
160,Vodafone Shared services India,K. J. Somaiya College of Engineering,Mumbai,2018
161,Voltas Limited,K. J. Somaiya College of Engineering,Mumbai,2018
162,vPhrase,K. J. Somaiya College of Engineering,Mumbai,2018
163,Welspun Syntex Limited,K. J. Somaiya College of Engineering,Mumbai,2018
164,WisdmLabs,K. J. Somaiya College of Engineering,Mumbai,2018
165,Wissen Technology,K. J. Somaiya College of Engineering,Mumbai,2018
166,Yodlee Infotech Pvt. Limited,K. J. Somaiya College of Engineering,Mumbai,2018
167,ZS Associates,K. J. Somaiya College of Engineering,Mumbai,2018
168,Zycus Infotech Pvt. Ltd.,K. J. Somaiya College of Engineering,Mumbai,2018
169,Cavinkare,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
170,   NSDL ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
171, Schneider,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
172,Infosys ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
173,Fintellix ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
174,  Netmagic Solutions,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
175,  Ugam Solutions ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
176,  Cybermarine ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
177,  CMSS ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
178, TCS,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
179, Mahanagar Gas Ltd. ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
180,  NSDL ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
181,  Fractal Analytics ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
182, Just Dial ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
183, Reliance Jio ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
184, Technimont ICB ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
185, MU Sigma ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
186, NUCSOFT ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
187, Vistex Technologies ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
188, Sanmar Technologies ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
189, Finaux Tech. ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
190, Zycus ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
191, Mitsubishi Elevators ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
192, Logixal ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
193, Altiussoft Solutions ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
194,    Qube Cinemak,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
195,  Tech NRB Bearings,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
196,  e-Emphasis ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
197,  Techint Hypertherm ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
198,  TCRC Group,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
199,  Alpha Plus Technologies ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
200,  National Stock Exchange IT ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
201, Persistent Tech ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
202,  Paramatrix Solutions ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
203,  IBM Technologies ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
204,  Sanmar Technologies ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
205,  Indian Army ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
206,  Endurance International ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
207,  Quantiphi ANalytics ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
208,  Bitwise ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
209,  L & T Ltd. ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
210,  Merilent ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
211,  The Oberoi Group ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
212,  Vistaar Technologies ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
213,  Zeus Learning ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
214,  ELGI ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
215,  Quinnox Tech. ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
216,  Mirraw Online Services Pvt. Ltd. ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
217,  Amazon ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
218,  QAD Info. Tech. ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
219,   Bristle Cone I Ltd.,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
220,  VDart Software,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
221,  Syntel Ltd. ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
222,  L &T Info Tech ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
223,  Indian Navy ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
224,  netcore Solutions ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
225,  Capgemini ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
226,  Indiaideas ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
227, Majesco Software Solutions ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
228,  InteractCRM ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
229,  CexWebuy Entertainment ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
230,  Think & Learn ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
231,  Prodio Design Works ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
232,  Seclore Technologies ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
233, J-Robotics,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
234, Deltecs Info. Tech,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
235, Burns & McDonnells,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
236, TCRC Group,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
237, Rave Tech.,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
238, eScan Antivirus,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
239, CeX WeBuy Entertainment,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
240, Antimu,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
241, Media .net,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
242, Milestone Software Solutions,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
243,  SoGoSurvey ,Manjara Charitable Trusts Rajiv Gandhi Institute Of Technology,Mumbai,2018
244,3DPLM Software Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
245,3i-infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
246,A Forserve Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
247,Accel Frontline,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
248,Acty Systems,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
249,Advance Computer Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
250,AG Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
251,Allerin,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
252,Amazon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
253,Amdoc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
254,Angha Engineer,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
255,Ariston Capital,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
256,Asawa Insulation Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
257,Atidan Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
258,Atos Origin,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
259,Bajaj Allianz,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
260,Balmer Lawrie,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
261,Bently India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
262,Bitwise,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
263,Bosch,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
264,BridgeLabz,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
265,Canon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
266,Capgemini,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
267,Chembond Chemicals Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
268,Clear Secured Servises Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
269,Clover Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
270,CMC,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
271,CMI FPE Limited,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
272,CMSS Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
273,Cognizant,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
274,Continum,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
275,Control Print,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
276,Corning Owens,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
277,Distinctive Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
278,Eborn Consulting Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
279,Eclerx,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
280,Emco Engg.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
281,Enzigma,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
282,Ericsson,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
283,Expert Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
284,EZ-XBRL,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
285,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
286,Financial Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
287,Find Fact Innovatio Centre,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
288,Fino Paytech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
289,Fortune Cars Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
290,GEP,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
291,Global Cloud Exchange,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
292,Global Space Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
293,Godrej InfoTech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
294,HCL Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
295,Hettich India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
296,Hexaware Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
297,HFCL,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
298,HP,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
299,HSBC,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
300,IBM,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
301,IDBI Intech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
302,IFB,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
303,IGate,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
304,Indian Navy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
305,Indus Tower,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
306,Infinite Computing System,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
307,Infogain Coorporation,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
308,Inscript,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
309,IT Source Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
310,ITTI,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
311,Just Dial,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
312,Kiron Hydraulics,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
313,Kpit Cummins,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
314,L&T Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
315,L&T Tech Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
316,Logixal,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
317,Mahindra First Choice,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
318,Mahindra Sanyo,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
319,Majesco,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
320,MAQ Software,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
321,Media.Net,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
322,Merce Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
323,Merilent Inc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
324,Microsoft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
325,Miles Software Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
326,Mindcraft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
327,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
328,Mindgate Solutions Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
329,Mirraw Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
330,Mirraw (pool),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
331,Mitsubishi,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
332,Mouthshut.com,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
333,mphasis,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
334,Mu sigma,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
335,Neeyamo,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
336,Nelito,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
337,Net Magic Solution,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
